baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENSEMBL	ENTREZID
Ldah	606.83259055465	0.205413817239192	0.180286859374368	1.13937209817742	0.254547988438232	0.570082731578226	ENSMUSG00000037669	68832
Ldb1	1108.94021719005	-0.311489973576611	0.160382111013401	-1.94217404677124	0.0521160338454536	0.237677283706011	ENSMUSG00000025223	16825
Ldha	22562.9626164036	0.038566428569334	0.107920382878404	0.357360005039898	0.720822313952884	0.89974844267576	ENSMUSG00000063229	16828
Ldha-ps	13.0310915385776	1.05294222705717	1.02944177526028	1.02282834479973	0.306389013708091	0.625638102071808	NA	16829
Ldha-ps2	480.33931135712	0.293068305092339	0.190103316189101	1.54162647431576	0.123164388338852	0.392871192670547	NA	16830
Ldhb	87.1241051411645	-0.597934411273591	0.419313160231743	-1.42598532071621	0.153872579323023	0.445817595659541	ENSMUSG00000030246	16832
Ldlr	37.2962082228472	-0.15447733375155	0.719348085297338	-0.214746291689506	0.829965128887895	0.945094101269091	ENSMUSG00000032193	16835
Ldlrad4	43.8586776092852	-0.123864325337192	0.566762903996043	-0.218546987574291	0.827002952192861	0.943797266284273	ENSMUSG00000024544	52662
Ldlrap1	512.49896791879	-0.548439762290465	0.210276324246308	-2.6081859869685	0.0091023482929893	0.0770972835959001	ENSMUSG00000037295	100017
Lef1	1905.36783175069	0.159339821323708	0.152043273027851	1.04798994490549	0.294643239588633	0.614796522288332	ENSMUSG00000027985	16842
Lekr1	12.1152844083385	0.364237581404648	1.04143570976995	0.3497456232657	0.726529610973313	0.901707409224098	ENSMUSG00000074579	624866
Lemd2	736.376565338269	-0.189142244803319	0.16895103688665	-1.11950922757708	0.262922956488058	0.578643368101183	ENSMUSG00000044857	224640
Leng1	150.578089798645	-0.256166935036478	0.312735820329679	-0.819116066609933	0.412720196081445	0.716629612011404	ENSMUSG00000078813	69757
Leng8	606.299626432463	0.115191032379135	0.200170809723835	0.575463687927615	0.564977742064299	0.817509736934445	ENSMUSG00000035545	232798
Leng9	94.4056099563037	-0.474903348344684	0.376306383790656	-1.26201246856572	0.206944299802703	0.514751892471335	ENSMUSG00000043432	243813
Leo1	386.209235312195	0.0429587811728422	0.232672546370562	0.184631929477509	0.853517740377789	0.954117502095731	ENSMUSG00000042487	235497
Leprot	896.767592320702	0.19537764867265	0.160416034803688	1.21794338646849	0.223245487288664	0.536987435044632	ENSMUSG00000035212	230514
Leprotl1	1733.88946769468	0.398130343206999	0.147367836557322	2.70160947264864	0.00690047598085509	0.0641968976427855	ENSMUSG00000031513	68192
Letm1	2217.7920617872	-0.3175727396315	0.156227769249613	-2.0327547474873	0.0420773070892167	0.209973112123154	ENSMUSG00000005299	56384
Letm2	61.1554669293626	0.299735755162517	0.606063308737219	0.494561790561188	0.620909479238666	0.849042998773718	ENSMUSG00000037363	270035
Letmd1	360.211145239697	-0.169619554589249	0.277570883857116	-0.611085544103984	0.541142949454434	0.80402677449566	ENSMUSG00000037353	68614
Lgals1	18697.6668974428	0.248833619324021	0.134157227390362	1.85479101025234	0.0636260762888913	0.268959427912936	ENSMUSG00000068220	16852
Lgals3bp	5121.65115279157	-0.121653077796454	0.137107577663092	-0.887281942179639	0.374927125187621	0.687572763315445	ENSMUSG00000033880	19039
Lgals4	51.1551630218776	-0.742554641616357	0.507938902619226	-1.46189755851997	0.143769284135099	0.429803399464708	ENSMUSG00000053964	16855
Lgals8	552.90028926006	0.300373549798082	0.194288882945102	1.54601511545545	0.12210091734829	0.391573872684073	ENSMUSG00000057554	56048
Lgals9	3396.50409543058	-0.245520868749828	0.131077184043881	-1.87310149009331	0.0610543716445882	0.262621894091041	ENSMUSG00000001123	16859
Lgalsl	269.470701539531	0.00756138031797581	0.245334507158911	0.0308206962222321	0.975412535060952	0.99212521089533	ENSMUSG00000042363	216551
Lgi2	4.20127845885345	2.47824672916959	2.06487958759424	1.20018946579687	0.23006576557683	NA	ENSMUSG00000039252	246316
Lgmn	19.1314704282577	-0.778890490992113	0.814167389680141	-0.95667119669103	0.338733240632172	0.657380261645766	ENSMUSG00000021190	19141
Lhfpl2	17.1840845694684	0.536024877418654	1.10057344875457	0.487041440101277	0.626228964196856	0.851915856763574	ENSMUSG00000045312	218454
Lhpp	49.363407740559	-0.608833772668312	0.715649832011202	-0.850742563520621	0.394912373673324	0.702299751028698	ENSMUSG00000030946	76429
Lhx2	6.94038806759127	-0.560714294023315	1.57595875448174	-0.355792492937233	0.721995971477087	NA	ENSMUSG00000000247	16870
Lias	683.360846757034	-0.0528813128212603	0.171536963339235	-0.308279403994585	0.757869736615256	0.916865257891928	ENSMUSG00000029199	79464
Lif	41.7017346397134	-1.42211238619573	0.684583851415227	-2.07733849294842	0.0377703286987249	0.195382823570771	ENSMUSG00000034394	16878
Lig3	272.529144206059	0.1091751327751	0.250187472257765	0.436373299549623	0.662565907937114	0.872456913341814	ENSMUSG00000020697	16882
Lig4	39.7000519285406	-0.159367659994499	0.716484926376471	-0.222429885301956	0.823979249352814	0.942687761517979	ENSMUSG00000049717	319583
Lilrb4a	51.3675539252919	-0.765149306793968	0.565817176505999	-1.3522907019523	0.176282337679136	0.475895078588449	ENSMUSG00000062593	14728
Limd1	1351.16910818954	-0.195025227203458	0.140577652330854	-1.38731316087467	0.165346291693984	0.463001325036454	ENSMUSG00000025239	29806
Limd2	10796.2133577268	-0.204952325238974	0.11562693853544	-1.77253093297247	0.0763064651978178	0.299510479231508	ENSMUSG00000040699	67803
Lime1	12.7381164773394	0.0838661418746813	1.00622029526789	0.0833476946043442	0.933575077383113	0.979728708667225	ENSMUSG00000090077	72699
Limk1	238.385055421694	-0.499668195872681	0.342814487240221	-1.45754690793609	0.144965472852459	0.431873023946507	ENSMUSG00000029674	16885
Limk2	1001.79372281535	0.076503763629774	0.155864079767905	0.49083639889123	0.623542163620324	0.850688345477262	ENSMUSG00000020451	16886
Lims1	1706.80186777488	-0.0155058176809286	0.155601330849315	-0.099650932265769	0.920621456929859	0.976446905319758	ENSMUSG00000019920	110829
Lin37	433.443373404812	0.0641948296401451	0.212458039801231	0.302152979008013	0.762535447211045	0.918331918264419	ENSMUSG00000036845	75660
Lin52	163.236647965631	0.170712957807738	0.340022091797724	0.50206431266029	0.61562228254619	0.845386376983367	ENSMUSG00000085793	217708
Lin54	347.084665700654	0.531188315907499	0.228283100766015	2.32688409315044	0.0199714350455726	0.131827019802956	ENSMUSG00000035310	231506
Lingo1	10.4109103704113	1.98894500175205	1.25243931883122	1.58805697956539	0.112273455150516	0.374417774921943	ENSMUSG00000049556	235402
Lins1	143.472395945905	0.388823424424838	0.325919606863451	1.19300409130569	0.232867770739899	0.547419549661872	ENSMUSG00000053091	72635
Lipa	550.79689043518	-0.030587016300761	0.206879492253823	-0.147849436246843	0.882461593547178	0.961318092979505	ENSMUSG00000024781	16889
Lipe	35.6478428685215	-0.462146102933923	0.608579821136523	-0.759384532452728	0.447622563440289	0.743759628311728	ENSMUSG00000003123	16890
Lipo3	58.9486574735413	0.848362879364558	0.517418217726324	1.63960767189933	0.101086766912894	0.353768294204331	ENSMUSG00000024766	381236
Lipt1	32.2306051713853	-0.762255929575939	0.632215693522929	-1.20568966791757	0.227937170335771	0.541810091318153	ENSMUSG00000037216	623661
Lipt2	30.6625178904092	-1.68777806739185	0.67467734992356	-2.50160772046531	0.0123630825756581	0.0950308023318381	ENSMUSG00000030725	67164
Litaf	1572.72563242954	0.275490831732685	0.130527136841578	2.11060196675462	0.0348065384857821	0.185364744396361	ENSMUSG00000022500	56722
Llgl1	840.018786905694	0.0324675011455944	0.157474084872146	0.206176788847225	0.836652818149358	0.947635260203365	ENSMUSG00000020536	16897
Llgl2	288.750827697729	-0.446526074241725	0.288262040263977	-1.54902835570309	0.121374903792188	0.390249485510498	ENSMUSG00000020782	217325
Llph	339.229055525988	0.0413504959315011	0.218669021231773	0.189100841530143	0.850013781940169	0.952696280485945	ENSMUSG00000020224	66225
Llph-ps1	22.4077605716736	0.946103554187583	0.773599756937695	1.22298843258786	0.221334065334441	0.533982061564249	NA	433748
Llph-ps2	198.959771629	0.0493179446754819	0.312694860493431	0.157719076666813	0.874678167633864	0.959508872368376	NA	100043002
Lman1	601.00388103472	0.0823008983197307	0.199507827896125	0.41251964490627	0.679958584782319	0.880899863315835	ENSMUSG00000041891	70361
Lman2	4460.43296183433	-0.032863542541458	0.119641285963599	-0.274683962787369	0.78355905323868	0.92828692936168	ENSMUSG00000021484	66890
Lman2l	130.836530810093	-0.133883626112454	0.338773604376115	-0.395200878648778	0.692694644285261	0.886916907083234	ENSMUSG00000001143	214895
Lmbr1l	764.989015739842	-0.285918435580194	0.170618162100647	-1.67577960083482	0.0937813712380541	0.339734483579778	ENSMUSG00000022999	74775
Lmbrd1	577.500328288583	0.381618679827267	0.190120643258807	2.00724483825661	0.0447235994722575	0.217095475951528	ENSMUSG00000073725	68421
Lmbrd2	24.1167023188707	1.71149524870953	0.781297508471027	2.19058070728891	0.0284821485290823	0.164107438142565	ENSMUSG00000039704	320506
Lmf1	129.832569332371	-0.359909217994164	0.367574193113922	-0.979147134746258	0.327507285064533	0.647693596782512	ENSMUSG00000002279	76483
Lmf2	1196.76450854076	0.201515833418095	0.166581979833898	1.20970967939647	0.226390314367573	0.539083879759145	ENSMUSG00000022614	105847
Lmln	24.9509662091134	1.40482696584502	0.75063400184764	1.87152055780464	0.0612729631314787	0.262991327649841	ENSMUSG00000022802	239833
Lmna	71.1476942519151	-0.14491162442801	0.51836344743871	-0.279556024144901	0.77981814991328	0.926587590102865	ENSMUSG00000028063	16905
Lmnb1	3821.96901144786	0.169590597542229	0.132074339442924	1.28405410360214	0.199123025444792	0.505340328807375	ENSMUSG00000024590	16906
Lmnb2	514.799877067853	-0.110603987488671	0.200888176132611	-0.550574900016307	0.581925119076663	0.827279614130032	ENSMUSG00000062075	16907
Lmntd2	19.0384666968022	-1.95446252784823	0.889716277513303	-2.19672560483081	0.0280400490560216	0.162733515847111	ENSMUSG00000025500	72000
Lmo1	9.10181548271517	-1.06821668396548	1.36037639555469	-0.785236121014814	0.432315140930786	0.73153227141953	ENSMUSG00000036111	109594
Lmo2	31.1537485914789	-0.137975409913065	0.812997226031664	-0.169712030367606	0.865236612460478	0.956699698973596	ENSMUSG00000032698	16909
Lmo4	122.862546777092	-0.058317668331581	0.358720076586758	-0.162571520631008	0.870855811882977	0.95865793829079	ENSMUSG00000028266	16911
Lncpint	30.6576493214862	0.70955173057456	0.753034429505284	0.942256692088713	0.346061235061925	0.662826493378622	ENSMUSG00000044471	232685
Lnpep	357.472105990151	0.656447994151245	0.255358018111377	2.57069662040112	0.0101494194594113	0.083290837251291	ENSMUSG00000023845	240028
Lnpk	491.661035996414	0.426807404465082	0.256394480526795	1.66465129665877	0.0959823449253062	0.343558571528612	ENSMUSG00000009207	69605
Lnx2	623.639420845896	0.33649692111769	0.188594440407823	1.78423563488954	0.0743853841479757	0.294896436201558	ENSMUSG00000016520	140887
LOC665443	12.7222462293838	-0.500689563329009	1.05643977213001	-0.473940471134961	0.635542358038677	0.856529961256449	NA	665443
Lockd	357.262400317811	0.317182532833281	0.207153996691082	1.5311436800627	0.125733886455245	0.398012184893992	ENSMUSG00000098318	381822
Lonp1	943.65912905835	-0.184984357746794	0.179707069709162	-1.02936605691792	0.303307693069175	0.622270855035548	ENSMUSG00000041168	74142
Lonp2	1137.89315228019	0.208002937181042	0.155345262092269	1.33897187709205	0.180579828375618	0.482237816263845	ENSMUSG00000047866	66887
Lonrf1	13.8172675359888	-0.228753280194391	1.22203016495875	-0.187191189508905	0.851510732497166	0.95325349293756	ENSMUSG00000039633	244421
Lpar2	9.09012462252628	0.698645561083854	1.3312506754074	0.524803911081624	0.599719512406001	0.837588615369868	ENSMUSG00000031861	53978
Lpar5	296.044203094343	0.110872931373665	0.270157481722334	0.410401113701598	0.681511729445658	0.881634768964652	ENSMUSG00000067714	381810
Lpar6	81.0169376706611	-0.350369637050217	0.397110758689963	-0.882297015084805	0.377616210196011	0.688703914420367	ENSMUSG00000033446	67168
Lpcat1	485.309533507536	0.105543646761747	0.186526695034205	0.565836684890562	0.571504805847914	0.821687285161997	ENSMUSG00000021608	210992
Lpcat3	681.362698790951	-0.187930562859523	0.176304910736578	-1.06594060298363	0.286450492993335	0.605253560927212	ENSMUSG00000004270	14792
Lpcat4	1804.15866270846	-0.127304101745842	0.157095513082728	-0.810361157029368	0.417732635511471	0.720910141589499	ENSMUSG00000027134	99010
Lpgat1	866.326165320438	0.241114890156807	0.164376582667781	1.46684452398016	0.142418354611808	0.427791403702408	ENSMUSG00000026623	226856
Lpin1	686.153571695768	-0.288076854360492	0.188555961163661	-1.52780560520412	0.126560810178813	0.398909770673295	ENSMUSG00000020593	14245
Lpin2	499.443834029384	0.296144560899317	0.207661031885003	1.42609597097309	0.153840641624813	0.445817595659541	ENSMUSG00000024052	64898
Lpin3	21.2260992721675	1.15299225493068	0.795589610573621	1.44922990396943	0.147273388993269	0.435625535648123	ENSMUSG00000027412	64899
Lpl	11.9690455294254	-4.29515506480075	1.65761876499995	-2.59115977418419	0.00956530707194179	0.0801395511589097	ENSMUSG00000015568	16956
Lpp	134.454922397445	0.0117409721396372	0.335294807354925	0.0350168624210422	0.972066294851259	0.99133689237515	ENSMUSG00000033306	210126
Lppos	50.0495721525857	-1.17582136921367	0.531233324975134	-2.21338028684234	0.0268714385797815	0.158946757545607	NA	68841
Lpxn	2612.6945296121	-0.175261036235389	0.124315218600685	-1.4098115919206	0.158595322870648	0.453887235962647	ENSMUSG00000024696	107321
Lrba	177.562814272689	0.709209972876162	0.347159278237827	2.04289505519224	0.0410628279332836	0.206488653996743	ENSMUSG00000028080	80877
Lrch1	672.058132418435	0.408939803942541	0.175752731267938	2.32679060514346	0.0199764126850829	0.131827019802956	ENSMUSG00000068015	380916
Lrch3	572.246741276388	0.460525545426661	0.199458841286702	2.30887506643389	0.0209505149490736	0.135133777750069	ENSMUSG00000022801	70144
Lrch4	5.99543939288389	0.731792011351184	1.42641539715501	0.513028682115145	0.607931257427103	NA	ENSMUSG00000093445	231798
Lrfn1	7.48472100088691	2.19398641716825	1.43935474970061	1.52428469605885	0.1274376084531	NA	ENSMUSG00000030600	80749
Lrfn4	23.8469110021101	-0.597571086760647	0.78975145984633	-0.756657147397895	0.449255294343122	0.74526700221881	ENSMUSG00000045045	225875
Lrif1	284.769033538806	0.239350832995751	0.29602428502598	0.808551342247965	0.41877326249428	0.721074554066306	ENSMUSG00000056260	321000
Lrmp	2810.03673530769	-0.00220973027503565	0.135823932121186	-0.016269078950417	0.987019725699011	0.99502429143443	ENSMUSG00000030263	16970
Lrp1	4.81561352634412	0.840628837050479	1.82140145113986	0.461528586421406	0.644419416930372	NA	ENSMUSG00000040249	16971
Lrp10	7152.46170235026	-0.130070383472827	0.133019848877945	-0.977826877492362	0.328159955376468	0.648236454635192	ENSMUSG00000022175	65107
Lrp11	25.5794871790279	-0.577994825614321	0.966436831590027	-0.598067878542435	0.549794642172788	0.809953688274696	ENSMUSG00000019796	237253
Lrp12	8.55409012873022	-2.133493025693	1.27564058567722	-1.6724875718503	0.0944282165593144	0.340629112059169	ENSMUSG00000022305	239393
Lrp2bp	6.43633275611072	0.653540882938768	1.60926326299112	0.406111851285312	0.684660418263954	NA	ENSMUSG00000031637	67620
Lrp5	8.03876716011506	-0.727080825587302	1.29286748097483	-0.562378462051716	0.573858190235683	0.822706145284472	ENSMUSG00000024913	16973
Lrp6	123.83591671016	0.0417665370110656	0.333623747281944	0.125190539796224	0.900372706472638	0.968605234475507	ENSMUSG00000030201	16974
Lrp8	78.1374206879358	0.929022980016351	0.447122664065547	2.07778100883779	0.0377295337696161	0.195349633295603	ENSMUSG00000028613	16975
Lrpap1	744.163113897224	-0.0483064948659631	0.176311456111299	-0.273983868838727	0.784097018301023	0.92828692936168	ENSMUSG00000029103	16976
Lrpprc	556.466713217611	-0.386430841351985	0.194565488171948	-1.98612223052875	0.0470197534148424	0.223960360742526	ENSMUSG00000024120	72416
Lrr1	199.885517596996	0.0316789840741102	0.330150454103872	0.0959531743189527	0.923557762369532	0.977567526339054	ENSMUSG00000034883	69706
Lrrc1	54.5713471079185	-0.0122334265956559	0.528681002128652	-0.0231395237324585	0.981538978738265	0.993737775615404	ENSMUSG00000032352	214345
Lrrc14	213.235732244603	-0.239599729295586	0.30617342564932	-0.78256213382155	0.433884285014095	0.73244924627614	ENSMUSG00000033728	223664
Lrrc20	130.291806057506	0.212161821721546	0.376842487589864	0.562998676392488	0.573435785242775	0.822490008223465	ENSMUSG00000037151	216011
Lrrc24	112.59464326123	-0.281766590444042	0.422563456933153	-0.666803022885663	0.504897961609266	0.78223223318984	ENSMUSG00000033707	378937
Lrrc27	20.76193982747	0.443589899569786	0.790152128186419	0.561398095057881	0.57452618236181	0.822989401308628	ENSMUSG00000015980	76612
Lrrc28	328.230556303792	0.369251473573751	0.250252656745607	1.4755146993269	0.140074219328943	0.424119622357651	ENSMUSG00000030556	67867
Lrrc29	88.0588209329291	-0.175136643591732	0.499440548448234	-0.350665648065387	0.725839199851654	0.901361251527111	ENSMUSG00000041679	234684
Lrrc40	645.939660524726	0.396586159149856	0.230269918479787	1.72226646783943	0.0850212590872683	0.319774143133217	ENSMUSG00000063052	67144
Lrrc41	381.059038720172	-0.389237315983625	0.26309330409962	-1.47946492715087	0.139016098431617	0.422220987329515	ENSMUSG00000028703	230654
Lrrc42	223.681432397457	0.256235236336109	0.28347895092983	0.903895105776429	0.366051024596258	0.680170420093291	ENSMUSG00000028617	77809
Lrrc45	176.254396114835	-0.556132165805302	0.335112216977958	-1.65954011113203	0.097007004955885	0.345880670556435	ENSMUSG00000025145	217366
Lrrc47	476.99022935461	0.152268268830854	0.191906070908989	0.793452068033152	0.427514484997127	0.727538611661157	ENSMUSG00000029028	72946
Lrrc49	47.8415889566624	0.718670747489141	0.577089001927766	1.24533779900227	0.213007606890154	0.523096940058145	ENSMUSG00000047766	102747
Lrrc51	6.0824294771116	1.46752287737291	1.4173294172825	1.03541411014149	0.300475558918121	NA	ENSMUSG00000064307	69358
Lrrc56	56.328089504007	-1.22843703005913	0.524360580524175	-2.34273337029097	0.0191430579319532	0.127881039314711	ENSMUSG00000038637	70552
Lrrc57	339.14954721369	-0.175823797440816	0.234016690507351	-0.751330159654971	0.452453982738664	0.747502617185159	ENSMUSG00000027286	66606
Lrrc58	559.608518492036	-0.381788396369236	0.209868210207352	-1.81918164733965	0.068883721832824	0.282223626379897	ENSMUSG00000034158	320184
Lrrc59	2218.32437454082	-0.0334868120036983	0.127617015955005	-0.262400838580218	0.793012426232602	0.931521278133259	ENSMUSG00000020869	98238
Lrrc61	106.354102933092	-0.400020923815064	0.377195370514681	-1.06051387446574	0.288910881326092	0.608857371388459	ENSMUSG00000073096	243371
Lrrc75a	21.5688708255998	0.442859852508864	0.811648896690172	0.54562983368154	0.585320412589686	0.829102793095532	ENSMUSG00000046417	192976
Lrrc75aos2	6.74974789282603	1.76606700281266	1.54930001464447	1.13991285491463	0.25432260892932	NA	NA	66829
Lrrc8a	56.2314920925991	-0.641065579274793	0.592693593436392	-1.08161381593134	0.279424162867996	0.597472670595192	ENSMUSG00000007476	241296
Lrrc8b	126.857049133086	-0.0730575414975874	0.364927540010058	-0.200197391228883	0.8413262073742	0.949453915852839	ENSMUSG00000070639	433926
Lrrc8c	2099.04123751841	0.325466549678686	0.130844775950524	2.48742486900472	0.0128671628435323	0.0974011025730905	ENSMUSG00000054720	100604
Lrrc8d	315.869146476522	0.0916356486494488	0.221321185094399	0.414039210075456	0.678845391355366	0.88066400364636	ENSMUSG00000046079	231549
Lrrcc1	290.000157169129	0.147347286765169	0.285990194009485	0.515217968488394	0.606400714177647	0.840054779945615	ENSMUSG00000027550	71710
Lrrfip1	3983.2385570819	0.184618063413732	0.118275261754965	1.56091866273956	0.118542943296835	0.384661472179246	ENSMUSG00000026305	16978
Lrrfip2	362.026640950528	0.41662629582791	0.218660125912308	1.90536017524747	0.0567332682681593	0.250316379588568	ENSMUSG00000032497	71268
Lrriq3	7.23724776491728	0.731964484082577	1.36632341402715	0.53571832010487	0.592153240230147	NA	ENSMUSG00000028182	74435
Lrrk1	813.636508092967	0.291223314788801	0.1623876915024	1.79338293496522	0.0729117143516404	0.291413097902665	ENSMUSG00000015133	233328
Lrrk2	31.1106634358346	4.31512775852432	2.66161236033572	1.62124576171567	0.104964942074365	0.36138193589399	ENSMUSG00000036273	66725
Lrrn4cl	3.47547016506282	0.0959284362570727	2.19176359863106	0.0437676929742734	0.965089579666772	NA	ENSMUSG00000071656	68852
Lrsam1	44.9790885571269	0.304086020923597	0.577516114190856	0.526541188118439	0.598512242290677	0.836761285548482	ENSMUSG00000026792	227738
Lrwd1	1106.39621816254	-0.307221467614156	0.16553308770111	-1.85595201467444	0.0634603980064239	0.268705387787053	ENSMUSG00000029703	71735
Lsg1	741.866279676351	0.0192354848076107	0.180686872125496	0.10645756706802	0.915219320605558	0.974183229330436	ENSMUSG00000022538	224092
Lsm1	1227.13900872735	0.0395190758595993	0.169770043683386	0.232780029987509	0.815932220750599	0.940083897088974	ENSMUSG00000037296	67207
Lsm10	268.896453875972	-0.607093492025717	0.266565619096981	-2.27746359069977	0.022758556460488	0.142010304868273	ENSMUSG00000050188	116748
Lsm11	176.969074568951	-0.255947228147353	0.291669679595119	-0.877524288786705	0.380201932132254	0.690466043614038	ENSMUSG00000044847	72290
Lsm12	498.223214855777	-0.129574509083411	0.229999849061048	-0.563367800511115	0.573184458485134	0.822355982340096	ENSMUSG00000020922	268490
Lsm14a	1848.09504279099	0.182043095003152	0.150410989457286	1.21030448413378	0.226162077663923	0.539083879759145	ENSMUSG00000066568	67070
Lsm14b	60.6273851521538	-0.315598331400446	0.508913765733774	-0.6201410782147	0.535164909629266	0.800297864745137	ENSMUSG00000039108	241846
Lsm2	764.308694835243	-0.443895945249777	0.165593907302206	-2.6806296951474	0.00734837826346533	0.0669112291679283	ENSMUSG00000007050	27756
Lsm3	978.741516011527	0.124975219667145	0.153311027545684	0.815174365913789	0.414972508790396	0.718213537750443	ENSMUSG00000034192	67678
Lsm4	3552.13492895948	-0.371097164964826	0.141049802470059	-2.63096550626931	0.00851426771485781	0.0737562559531555	ENSMUSG00000031848	50783
Lsm5	572.090276084893	0.324172032207598	0.202926212411286	1.59748722629571	0.110157142799518	0.371151080886927	ENSMUSG00000091625	66373
Lsm6	1284.60687728994	-0.0174628041623653	0.147159735754572	-0.118665639570658	0.905540259799904	0.970282355261453	ENSMUSG00000031683	78651
Lsm7	61.1500489636631	-0.58753786561949	0.481127200252324	-1.22116950634127	0.22202184727659	0.535076553902264	ENSMUSG00000035215	66094
Lsm8	1198.47672817184	0.215767595472189	0.176807221425404	1.2203551061585	0.222330288168593	0.53553315462795	ENSMUSG00000044155	76522
Lsp1	14589.1626557669	0.0289392715110704	0.118866856442456	0.243459551107757	0.807649416067235	0.937392843210325	ENSMUSG00000018819	16985
Lsr	82.3053810892673	0.331619199948484	0.414545360992486	0.79995877689847	0.423734681529203	0.72524634146405	ENSMUSG00000001247	54135
Lss	237.379468590286	0.545268588335709	0.28166448410709	1.9358798112736	0.0528824229272417	0.239807098413117	ENSMUSG00000033105	16987
Lst1	82.6063364387147	-0.0663359608757378	0.401552047697844	-0.165198910716684	0.868787422608511	0.958307748248915	ENSMUSG00000073412	16988
Lta	31.3845305637556	-1.39502077727698	0.711550749473372	-1.96053588350437	0.0499331881056282	0.231798851893189	ENSMUSG00000024402	16992
Lta4h	1411.70161752512	0.0379992778751164	0.146099806986217	0.260091225710525	0.79479340595231	0.931923524864234	ENSMUSG00000015889	16993
Ltb4r1	34.1950468560111	-0.474793544840703	0.626687738554329	-0.757623798314577	0.448676229063309	0.744677046888806	ENSMUSG00000046908	16995
Ltbp3	46.4643513904243	0.418034042952816	0.590391119797833	0.708062890742604	0.478906203165135	0.76639523445017	ENSMUSG00000024940	16998
Ltbp4	18.9271134801327	0.543604240891171	0.84121106809788	0.646216225043676	0.518139333273727	0.789910606801142	ENSMUSG00000040488	108075
Ltbr	4.79959012768889	-0.050919015033739	1.74082919141698	-0.0292498628152556	0.976665313450789	NA	ENSMUSG00000030339	17000
Ltf	9.28981714151086	-3.89892389333792	1.80201763450593	-2.16364358410228	0.0304917138501318	0.171717811920681	ENSMUSG00000032496	17002
Ltk	84.6157278237455	-0.657852701836761	0.41315136677555	-1.59228010540299	0.111321781055325	0.373423577204421	ENSMUSG00000027297	17005
Ltn1	1029.91392545304	0.465517481307349	0.170952873248902	2.72307491801889	0.00646773890885446	0.0611669680393939	ENSMUSG00000052299	78913
Ltv1	837.353573371094	0.147553031624276	0.173286426974849	0.851497917062436	0.394492819894117	0.701957417707717	ENSMUSG00000019814	353258
Luc7l	596.75659695322	0.431341158409787	0.190257550441433	2.26714344534025	0.023381464319004	0.144819340653343	ENSMUSG00000024188	66978
Luc7l2	452.269572703151	0.290201293538379	0.233524189403392	1.24270335454235	0.213977167331545	0.524444842827073	ENSMUSG00000029823	192196
Luc7l3	558.15762386915	0.0535945183294899	0.201520646646615	0.265950507907375	0.790277325632482	0.930620263323162	ENSMUSG00000020863	67684
Luzp1	55.8309949812996	0.234859827380765	0.564804838911454	0.415824743699804	0.677538251303083	0.880170712402348	ENSMUSG00000001089	269593
Lxn	191.629719991745	0.464013283128773	0.286716863103554	1.61836760526075	0.105583399039635	0.362237966232304	ENSMUSG00000047557	17035
Ly6a	12350.1564615287	0.0927615848554376	0.11619778570131	0.798307681128141	0.42469196168956	0.725526457038613	ENSMUSG00000075602	110454
Ly6g5b	21.0118537452198	-0.815013332354057	0.832066008593753	-0.979505620871935	0.327330212692906	0.647693596782512	ENSMUSG00000043807	266614
Ly6i	53.9451742291528	0.111424532469279	0.490157627153202	0.227323877660384	0.820171907392155	0.942167712211967	ENSMUSG00000022586	57248
Ly75	430.214703249042	0.573639459989814	0.25257685871676	2.27114812855082	0.0231380122998452	0.143700888889392	ENSMUSG00000026980	17076
Ly86	7.88500157077989	-1.56175226696977	1.55362201345138	-1.00523309624091	0.314784622094896	0.634893590643817	ENSMUSG00000021423	17084
Ly96	54.6012408202368	0.1775456327459	0.505847211082149	0.350986679092448	0.725598342002717	0.901198266813084	ENSMUSG00000025779	17087
Lyar	670.9033235532	-0.253866011855026	0.166311329112145	-1.52645050226159	0.126897708580358	0.399483075703041	ENSMUSG00000067367	17089
Lypd6b	4.49834683011757	-2.72472720638188	2.39804529391527	-1.13622841624198	0.255860980776327	NA	ENSMUSG00000026765	71897
Lypla1	2290.66622474259	0.527622353444036	0.190228139489386	2.77362936345954	0.00554347953036579	0.0547678204610274	ENSMUSG00000025903	18777
Lypla2	2501.00723341965	-0.266960246536762	0.154089628443588	-1.73249977453542	0.0831846172002166	0.315462017606905	ENSMUSG00000028670	26394
Lyrm1	150.699997398307	0.357222556708592	0.315962455265697	1.13058545645304	0.258229611646774	0.574804036420884	ENSMUSG00000030922	73919
Lyrm2	311.990268786677	0.331609543685646	0.259318659894781	1.27877239462906	0.200977217683878	0.507177141350574	ENSMUSG00000045854	108755
Lyrm4	120.136889630372	-0.222556346488607	0.333363612314492	-0.667608395959694	0.504383596923592	0.782113418323295	ENSMUSG00000046573	380840
Lyrm7	45.1351265038448	0.462972451962497	0.546355390286919	0.847383333619837	0.396781491038714	0.70398040970551	ENSMUSG00000020268	75530
Lyrm9	174.965726142055	-0.226458189254378	0.319147169718611	-0.709572920399212	0.477969017174697	0.765466562329891	ENSMUSG00000072640	66274
Lysmd1	29.1544689193043	0.602545151352643	0.647608606900218	0.930415601232862	0.352155943927515	0.66849357932073	ENSMUSG00000053769	217779
