Nf1	Nf2	Nf3	Rx1	Rx2	Rx3
Tnfaip8l1	127	163	171	185	134	183
Tnfaip8l2	43	85	88	15	8	9
Tnfaip8l3	43	108	17	85	80	224
Tnfrsf10b	1228	1293	1146	907	723	1079
Tnfrsf11a	837	853	1198	426	395	881
Tnfrsf11b	42	23	45	16	2	12
Tnfrsf12a	137	59	107	68	22	96
Tnfrsf13b	5	4	8	2	1	0
Tnfrsf13c	137	114	302	34	23	79
Tnfrsf14	62	51	68	47	26	54
Tnfrsf17	1	0	0	3	1	0
Tnfrsf18	321	348	248	219	136	210
Tnfrsf19	92	109	30	28	72	49
Tnfrsf1a	607	600	652	275	188	237
Tnfrsf1b	744	745	1117	165	119	165
Tnfrsf21	1518	1437	1283	1620	1720	2871
Tnfrsf22	177	131	207	99	99	119
Tnfrsf23	185	200	243	74	85	68
Tnfrsf25	15	40	21	41	13	23
Tnfrsf26	335	298	387	43	13	54
Tnfrsf4	49	13	16	27	16	24
Tnfrsf8	2	3	0	0	5	0
Tnfrsf9	6	0	26	13	0	1
Tnfsf10	674	646	825	528	581	560
Tnfsf11	0	3	0	0	0	2
Tnfsf12	284	388	339	237	121	224
Tnfsf12Tnfsf13	4	2	4	5	3	0
Tnfsf13	4	10	7	8	2	4
Tnfsf13b	67	78	139	16	5	16
Tnfsf14	8	0	5	0	0	1
Tnfsf15	36	26	16	30	54	34
Tnfsf18	13	23	14	3	2	6
Tnfsf4	0	0	1	2	0	2
Tnfsf8	115	104	266	13	8	16
Tnfsf9	15	11	11	9	1	4
Tnik	3019	2392	2468	1431	1148	2015
Tnip1	203	297	261	109	166	210
Tnip2	398	383	362	163	155	261
Tnip3	272	9	334	18	5	39
Tnk1	8	22	15	10	13	7
Tnk2	172	269	202	239	345	436
Tnk2os	4	1	3	1	11	8
Tnks	1066	1287	1140	837	894	1292
Tnks1bp1	409	592	499	343	358	480
Tnks2	3344	4124	3989	2878	3068	3389
Tnmd	3	1	2	15	5	5
Tnn	2	67	4	15	2	4
Tnnc1	0	24	8	0	4	0
Tnnc2	13	837	0	17	2806	24
Tnni1	11	79	11	9	10	9
Tnni2	16	917	5	15	2495	22
Tnni3	75	36	67	32	16	43
Tnni3k	8	2	5	0	7	0
Tnnt1	4	100	11	9	0	0
Tnnt2	80	16	117	4	15	1
Tnnt3	92	3908	20	36	8703	94
Tnp1	0	0	0	0	0	0
Tnp2	0	0	0	0	0	0
Tnpo1	2909	3468	3272	1835	1683	2007
Tnpo2	575	950	558	745	797	1217
Tnpo3	930	1065	1033	861	792	1051
Tnr	10	21	3	72	95	188
Tnrc18	1007	1128	1112	727	553	992
Tnrc6a	2560	3106	2835	2003	1854	2362
Tnrc6b	7723	9585	7764	6190	6599	8232
Tnrc6c	2093	2368	1963	1414	1380	1794
Tns1	8363	18117	8897	12199	14362	11945
Tns3	7397	10707	8417	6854	5501	7087
Tns4	446	487	520	244	152	277
Tnxb	1685	2512	1717	2145	1343	1844
Tob1	624	767	677	1019	1683	460
Tob2	419	673	584	739	759	279
Toe1	71	114	94	78	55	85
Tollip	689	1078	823	804	870	1364
Tom1	207	330	230	267	283	337
Tom1l1	146	196	128	150	141	180
Tom1l2	1680	2292	1725	1849	1996	2752
Tomm20	1006	1008	1035	1279	1411	1726
Tomm20l	7	3	7	16	4	10
Tomm22	489	667	527	556	541	591
Tomm34	363	376	461	313	280	438
Tomm40	74	139	91	97	70	109
Tomm40l	54	53	274	140	124	102
Tomm5	110	116	173	192	228	208
Tomm6	132	137	114	135	130	228
Tomm6os	7	4	12	1	6	8
Tomm7	120	129	112	125	204	137
Tomm70a	849	1158	971	1120	1297	1711
Tomt	30	20	25	30	30	27
Tonsl	36	53	33	20	13	59
Top1	912	1209	991	899	677	860
Top1mt	51	49	47	39	45	77
Top2a	535	704	628	217	76	252
Top2b	3048	3117	3206	1983	1699	2328
Top3a	91	71	77	91	50	69
Top3b	498	603	688	407	399	453
Topaz1	1	0	0	7	0	2
Topbp1	548	717	704	394	324	439
Topors	646	598	612	482	406	497
Toporsl	0	0	0	1	0	0
Toporsos	13	35	13	30	28	17
Tor1a	70	63	108	56	64	113
Tor1aip1	3823	4444	4494	3040	2494	2380
Tor1aip2	3468	3508	3506	2101	2112	2389
Tor1b	326	435	462	235	221	298
Tor2a	29	43	37	44	19	25
Tor3a	684	651	1055	309	249	293
Tor4a	1006	1166	1146	780	566	846
Tox	243	151	260	285	218	324
Tox2	11	47	25	31	42	129
Tox3	38	95	33	158	170	337
Tox4	1453	1651	1606	1201	1094	1382
Tpbg	82	106	47	40	10	41
Tpbpa	0	0	0	0	0	0
Tpbpb	0	0	0	0	0	0
Tpcn1	1701	2048	2062	1116	949	1200
Tpcn2	199	201	192	83	100	109
Tpd52	665	794	728	790	891	1618
Tpd52l1	15	29	22	10	32	14
Tpd52l2	1185	1312	1158	1055	987	1349
Tpgs1	71	169	105	63	103	143
Tpgs2	466	641	564	636	612	1046
Tph1	70	21	85	21	19	14
Tph2	0	4	0	3	0	3
Tpi1	376	403	374	435	1050	657
Tpk1	167	147	263	147	150	225
Tpm1	3204	5513	3579	2969	13274	4805
Tpm2	540	6548	363	457	7610	416
Tpm3	2661	2958	3452	1217	970	1623
Tpm4	8313	9485	7959	4576	2732	4803
Tpmt	147	185	149	130	163	214
Tpo	1	4	1	3	0	7
Tpp1	1890	2179	2170	1624	1504	1412
Tpp2	2148	2164	2238	1422	1461	1836
Tppp	218	210	211	882	867	541
Tppp2	0	0	0	0	1	0
Tppp3	899	1828	1071	2649	2595	5366
Tpr	5925	6708	6625	4760	4477	5928
Tpra1	77	177	90	101	123	177
Tprg	0	1	6	0	0	1
Tprgl	845	969	708	1090	1102	1549
Tprkb	900	994	802	654	607	871
Tprn	31	39	50	49	45	51
Tpsab1	10	9	41	51	14	12
Tpsb2	47	53	25	39	26	9
Tpsg1	1	7	1	8	2	0
Tpst1	371	328	340	259	241	316
Tpst2	132	111	120	101	88	91
Tpt1	6072	7220	7155	4166	4380	4399
Tpte	23	27	9	10	16	5
Tpx2	78	182	105	48	33	119
Tra2a	1016	1301	1157	753	677	1085
Tra2b	923	1086	1123	633	620	788
Trabd	72	129	130	129	145	137
Trabd2b	1316	1108	1521	703	328	524
Tradd	11	8	15	4	10	9
Traf1	127	83	228	65	49	65
Traf2	118	87	143	75	57	54
Traf3	533	530	676	396	321	516
Traf3ip1	266	262	274	251	206	279
Traf3ip2	313	314	269	214	219	261
Traf3ip3	145	139	163	20	4	17
Traf4	148	192	149	150	138	87
Traf5	119	132	256	98	54	80
Traf6	1213	1123	1242	876	1021	1020
Traf7	405	454	339	275	201	335
Trafd1	413	736	694	340	249	319
Traip	25	48	16	19	17	48
Trak1	2113	3012	2020	2982	3467	4153
Trak2	1551	2281	2128	1688	1602	1820
Tram1	2032	1795	1933	1250	809	1349
Tram1l1	30	41	23	84	55	135
Tram2	933	795	929	399	250	280
Trank1	1	4	7	10	9	11
Trap1	457	532	497	622	697	529
Trap1a	0	0	0	0	0	0
Trappc1	508	570	632	622	619	808
Trappc10	503	518	511	526	611	764
Trappc11	558	776	654	595	599	893
Trappc12	469	541	482	456	530	717
Trappc13	494	560	590	597	577	739
Trappc2	63	136	80	77	107	108
Trappc2l	54	55	53	42	75	74
Trappc3	298	391	379	251	292	403
Trappc3l	59	104	45	175	272	460
Trappc4	110	110	108	121	136	171
Trappc5	204	231	275	162	198	287
Trappc6a	8	6	17	5	14	12
Trappc6b	863	931	809	863	954	1210
Trappc8	1629	1822	1697	1387	1499	1793
Trappc9	2093	2374	2230	1819	1744	2131
Trat1	0	0	1	0	2	0
Trcg1	3	1	0	4	0	4
Trdmt1	223	202	183	154	186	273
Trdn	41	1286	5	18	2486	30
Treh	47	19	17	16	6	19
Trem1	2	4	5	0	3	0
Trem2	59	30	69	14	23	21
Trem3	1	3	4	7	3	0
Treml1	2	20	2	3	2	2
Treml2	282	118	485	35	20	35
Treml4	5	7	6	0	0	2
Trerf1	668	456	834	280	167	485
Trex1	54	54	93	21	22	39
Trex2	0	0	0	3	0	0
Trf	5006	3381	5542	2289	893	857
Trh	0	0	5	0	0	0
Trhde	20	14	25	40	57	104
Trhr	0	0	0	1	0	1
Trhr2	0	0	0	4	0	0
Triap1	77	99	70	74	115	126
Trib1	849	778	924	486	486	430
Trib2	580	1120	549	507	410	943
Trib3	14	14	6	5	6	21
Tril	401	405	410	207	156	334
Trim10	0	69	1	14	3	1
Trim11	200	190	287	176	133	190
Trim12a	492	505	326	254	150	82
Trim12c	1679	2009	2784	840	614	424
Trim13	158	122	175	179	114	225
Trim14	420	540	756	187	144	231
Trim15	9	25	9	15	11	24
Trim16	114	129	69	75	161	124
Trim17	67	38	80	24	37	73
Trim2	2091	3090	2192	3724	4594	8003
Trim21	519	459	815	295	262	333
Trim23	860	946	793	811	770	1147
Trim24	1216	1500	1327	910	1089	837
Trim25	2545	3305	4647	1440	1251	1693
Trim26	971	851	1024	566	478	542
Trim27	393	402	416	254	325	314
Trim28	563	690	641	371	254	511
Trim29	4	4	1	0	0	0
Trim3	436	479	397	378	273	512
Trim30a	1475	1590	2915	335	238	275
Trim30b	103	139	131	24	11	7
Trim30d	637	575	757	145	93	101
Trim30e-ps1	15	58	0	5	0	0
Trim31	0	0	0	5	0	0
Trim32	477	590	536	519	489	844
Trim33	2579	2811	2292	1860	1776	2460
Trim34a	668	677	679	247	209	159
Trim34b	1	15	195	0	3	7
Trim35	893	827	1189	799	804	1023
Trim36	1352	1642	1322	2632	2714	5521
Trim37	676	1122	675	1443	1560	3201
Trim38	3	0	0	0	0	0
Trim39	395	458	476	324	423	484
Trim40	0	3	0	3	0	0
Trim41	470	604	349	212	193	255
Trim42	0	0	0	2	2	0
Trim43a	16	19	22	36	18	57
Trim43b	93	76	56	57	45	65
Trim43c	63	65	49	50	48	86
Trim44	9132	10718	10359	8868	8634	11722
Trim45	85	108	68	118	118	139
Trim46	158	276	156	186	135	314
Trim47	73	68	54	27	20	52
Trim50	0	0	0	0	0	0
Trim52	23	22	27	24	13	16
Trim54	8	64	0	0	120	0
Trim55	1	21	10	0	55	2
Trim56	314	427	417	238	237	162
Trim58	0	7	2	0	0	2
Trim59	77	151	121	48	32	45
Trim6	30	39	52	13	19	53
Trim60	0	0	0	0	0	0
Trim61	2	0	1	11	0	1
Trim62	130	91	105	65	68	155
Trim63	10	328	4	18	125	2
Trim65	744	743	935	596	429	512
Trim66	48	117	56	60	53	68
Trim67	122	160	124	416	420	846
Trim68	237	210	277	158	226	143
Trim69	7	6	2	3	9	0
Trim7	58	144	47	27	73	37
Trim71	2	2	0	5	1	3
Trim72	0	40	0	19	32	3
Trim75	0	0	0	1	6	12
Trim8	368	486	495	225	185	282
Trim9	302	354	188	369	501	1008
Triml1	0	0	0	0	0	0
Triml2	0	0	0	0	0	0
Trio	3045	3220	3193	2439	2022	3110
Triobp	637	984	736	709	659	638
Trip10	150	278	120	141	124	111
Trip11	2835	2829	2682	2247	1951	2556
Trip12	6161	6765	6403	4283	4208	5398
Trip13	59	77	48	23	14	34
Trip4	854	822	764	600	497	719
Trip6	211	289	230	195	179	184
Triqk	70	75	54	56	61	199
Trit1	124	120	205	147	174	125
Trmt1	153	161	170	116	149	178
Trmt10a	214	260	274	215	206	231
Trmt10b	138	161	211	121	109	123
Trmt10c	235	194	210	272	367	238
Trmt11	84	75	102	59	52	56
Trmt112	275	387	592	285	302	364
Trmt12	144	92	142	48	85	75
Trmt13	153	144	155	93	109	127
Trmt1l	921	1184	1037	749	811	828
Trmt2a	337	378	419	319	214	349
Trmt2b	546	440	471	378	473	651
Trmt44	72	80	67	44	31	49
Trmt5	148	119	202	117	107	191
Trmt6	231	253	250	183	152	293
Trmt61a	376	338	456	349	305	366
Trmt61b	43	61	70	29	66	61
Trmu	102	106	99	91	64	77
Trnau1ap	102	118	142	91	73	102
Trnp1	129	407	111	707	730	1722
Trnt1	386	373	329	237	245	351
Tro	244	359	135	531	632	1312
Troap	3	6	15	0	1	12
Trove2	2781	3051	2643	1959	1880	2564
Trp53	1051	1138	1255	573	428	846
Trp53bp1	1025	1167	998	973	905	1534
Trp53bp2	1187	1480	1196	1120	842	1003
Trp53cor1	40	51	68	53	88	119
Trp53i11	427	291	790	177	122	214
Trp53i13	36	27	69	33	16	38
Trp53inp1	1269	2106	1210	728	507	580
Trp53inp2	5674	5993	7346	5490	7036	4373
Trp53rk	90	112	129	80	102	99
Trp53tg5	22	26	16	10	8	13
Trp63	33	106	2	18	123	24
Trp73	0	0	0	0	0	0
Trpa1	79	157	61	274	322	636
Trpc1	187	208	146	250	257	422
Trpc2	0	0	0	0	0	0
Trpc3	92	279	173	421	449	921
Trpc4	41	54	35	15	24	41
Trpc4ap	483	567	577	393	389	522
Trpc5	6	39	8	22	51	130
Trpc5os	0	0	0	0	8	6
Trpc6	69	122	96	238	162	281
Trpc7	6	3	0	3	18	11
Trpd52l3	0	0	0	0	0	0
Trpm1	0	7	0	0	0	0
Trpm2	261	261	355	124	89	274
Trpm3	3158	2314	2685	1349	1192	2130
Trpm4	113	181	197	121	118	182
Trpm5	13	2	6	0	6	7
Trpm6	318	207	401	223	135	200
Trpm7	2823	3113	2693	1961	1887	1813
Trpm8	12	58	25	100	165	268
Trps1	1471	1631	1967	552	532	579
Trpt1	47	89	60	45	84	71
Trpv1	64	68	46	70	118	145
Trpv2	115	136	183	140	74	240
Trpv3	115	206	105	163	151	230
Trpv4	87	75	64	74	41	92
Trpv5	0	0	0	16	0	0
Trpv6	61	38	50	54	36	60
Trrap	1381	1674	1376	1435	1111	1807
Trub1	1427	1640	1305	1107	1056	1357
Trub2	227	422	247	240	224	248
Try10	0	0	0	0	0	0
Try4	0	0	0	0	0	0
Try5	0	0	0	0	0	0
Tsacc	19	21	22	15	16	9
Tsc1	756	1212	702	639	761	978
Tsc2	634	995	571	589	509	697
Tsc22d1	1953	3439	1887	2350	2288	3481
Tsc22d2	1149	1234	1213	837	672	1100
Tsc22d3	302	3458	244	907	419	452
Tsc22d4	228	281	217	160	132	209
Tsen15	125	167	81	111	119	235
Tsen2	47	65	68	70	51	82
Tsen34	61	68	71	58	37	124
Tsen54	20	17	52	29	22	24
Tsfm	69	55	54	55	66	38
Tsg101	459	474	493	448	386	590
Tsga10	390	456	407	445	390	643
Tsga13	0	5	1	3	0	6
Tsga8	0	5	0	0	2	0
Tshb	8	25	24	29	10	27
Tshr	61	21	39	133	152	32
Tshz1	383	448	387	362	330	433
Tshz2	1476	2030	1106	1996	2020	3666
Tshz3	846	1317	439	400	320	556
Tsix	5	2	1	17	3	2
Tsks	8	5	3	21	3	10
Tsku	61	85	61	61	49	30
Tslp	13	23	13	1	2	1
Tsn	705	803	736	548	446	681
Tsnax	738	911	819	733	801	914
Tsnaxip1	6	9	13	2	7	6
Tspan1	17	26	30	17	18	8
Tspan10	5	0	1	2	13	4
Tspan11	62	89	50	18	30	15
Tspan12	264	102	283	703	925	356
Tspan13	328	333	339	474	610	771
Tspan14	316	340	378	251	329	347
Tspan15	938	759	1061	649	613	667
Tspan17	467	639	644	860	632	1215
Tspan18	654	656	617	1587	2748	1699
Tspan2	793	878	682	1184	1468	2338
Tspan2os	0	1	6	0	1	3
Tspan3	1601	1624	1463	1604	1861	2168
Tspan31	695	928	960	453	445	713
Tspan32	94	106	89	44	38	82
Tspan33	15	31	40	3	3	11
Tspan4	108	123	159	101	108	83
Tspan5	419	498	378	492	474	881
Tspan6	202	210	360	156	114	121
Tspan7	376	409	412	379	539	703
Tspan8	46	160	45	203	306	397
Tspan9	217	258	214	148	181	197
Tspear	1	3	0	0	2	2
Tspo	108	101	173	129	113	52
Tspo2	0	7	0	0	0	0
Tspy-ps	0	15	0	0	0	0
Tspyl1	579	766	643	682	781	1113
Tspyl2	1167	1101	858	942	792	1322
Tspyl3	135	97	164	43	91	137
Tspyl4	326	688	315	982	1020	2524
Tspyl5	63	97	72	72	70	175
Tsr1	238	303	310	318	308	348
Tsr2	161	209	186	153	153	220
Tsr3	101	117	103	116	104	204
Tssc1	87	96	77	33	38	79
Tssc4	76	81	81	72	49	43
Tssk1	1	0	0	2	0	0
Tssk2	10	3	3	2	3	1
Tssk3	5	0	0	0	2	0
Tssk4	44	75	42	20	39	49
Tssk5	0	0	0	0	0	0
Tssk6	0	0	0	0	0	0
Tst	279	159	296	732	448	215
Tsta3	32	45	48	23	23	54
Tstd1	27	32	70	37	31	20
Tstd2	182	156	201	178	173	159
Tstd3	247	363	315	296	346	471
Tsx	11	27	12	7	1	3
Ttbk1	29	52	47	111	88	293
Ttbk2	1875	2748	1714	2819	3065	5964
Ttc1	544	808	728	794	875	1285
Ttc12	221	152	205	122	167	237
Ttc13	257	230	289	241	205	279
Ttc14	2822	3065	2749	2218	1888	2600
Ttc16	5	37	9	13	5	13
Ttc17	1004	1375	1204	724	753	1010
Ttc18	40	46	30	47	51	67
Ttc19	1010	993	905	917	850	979
Ttc21a	0	3	0	2	3	6
Ttc21b	371	403	329	343	303	373
Ttc22	0	0	0	2	1	4
Ttc23	390	589	350	289	236	282
Ttc23l	0	0	1	2	0	0
Ttc24	0	2	0	0	2	0
Ttc25	42	29	50	55	509	16
Ttc26	309	327	311	212	172	293
Ttc27	201	245	223	253	200	243
Ttc28	589	690	687	513	495	504
Ttc29	0	0	0	0	1	15
Ttc3	4290	4529	4442	4244	4471	7514
Ttc30a1	13	26	47	9	22	38
Ttc30a2	0	0	2	0	1	5
Ttc30b	69	60	31	51	76	44
Ttc32	93	77	101	62	77	51
Ttc33	166	184	146	179	192	218
Ttc34	7	2	5	1	4	8
Ttc36	3	8	8	11	1	2
Ttc37	733	693	673	431	462	562
Ttc38	351	363	411	206	278	281
Ttc39a	51	45	94	122	66	214
Ttc39b	2186	1578	1858	1032	1209	1859
Ttc39c	73	113	76	88	116	191
Ttc39d	0	0	0	7	1	2
Ttc4	197	220	175	151	145	211
Ttc5	1032	926	1063	556	570	779
Ttc7	424	466	623	173	200	209
Ttc7b	508	752	434	650	930	1056
Ttc8	326	295	318	332	238	377
Ttc9	335	434	385	737	895	1632
Ttc9b	13	14	2	15	24	51
Ttc9c	996	1139	1205	936	852	1228
Ttf1	578	733	752	484	394	574
Ttf2	140	144	203	80	152	141
Tti1	478	683	533	364	352	496
Tti2	554	583	530	466	405	475
Ttk	29	85	46	28	20	45
Ttl	775	1086	755	1339	1821	3207
Ttll1	157	228	149	225	249	571
Ttll10	1	0	7	0	0	0
Ttll11	0	46	11	62	57	147
Ttll12	155	273	194	141	175	221
Ttll13	2	7	0	5	8	3
Ttll2	0	0	0	0	0	0
Ttll3	123	281	200	169	161	161
Ttll4	382	413	357	272	191	284
Ttll5	825	927	657	922	937	1422
Ttll6	5	5	1	41	37	120
Ttll7	665	1692	525	2754	4004	7311
Ttll8	0	0	0	1	1	0
Ttll9	10	29	12	20	13	8
Ttn	7416	275938	1374	2944	448330	5142
Ttpa	11	1	1	5	30	14
Ttpal	374	438	336	286	254	598
Ttr	24	47	2	11	1	6
Ttyh1	2271	2609	1928	1707	1364	2211
Ttyh2	1715	943	1486	689	478	716
Ttyh3	397	392	600	189	196	369
Tub	77	90	165	86	67	91
Tuba1a	3616	6069	4756	5765	5615	13959
Tuba1b	1734	3104	2340	2922	3131	4875
Tuba1c	144	149	160	203	56	92
Tuba3a	0	1	0	0	0	0
Tuba3b	3	4	0	0	0	0
Tuba4a	149	378	151	315	876	825
Tuba8	72	91	41	125	465	13
Tubal3	0	0	0	0	0	0
Tubb1	0	26	1	9	23	9
Tubb2a	541	606	675	775	766	1530
Tubb2a-ps2	0	0	0	0	0	0
Tubb2b	800	654	883	649	604	1212
Tubb3	499	1007	539	920	1034	2367
Tubb4a	1478	2679	1723	4031	4583	10021
Tubb4b	664	1052	779	1176	1433	2824
Tubb5	2024	2582	2964	1892	1952	3696
Tubb6	561	813	986	425	326	390
Tubd1	95	147	78	105	100	122
Tube1	37	54	45	41	42	49
Tubg1	225	315	157	258	297	395
Tubg2	64	99	33	112	119	144
Tubgcp2	195	197	242	123	111	186
Tubgcp3	612	636	507	493	516	729
Tubgcp4	397	446	463	408	343	428
Tubgcp5	684	641	840	497	471	614
Tubgcp6	280	315	285	201	222	383
Tufm	108	107	134	165	215	146
Tuft1	51	15	63	23	10	21
Tug1	2717	2855	2687	2052	1621	2292
Tulp1	0	0	0	0	1	0
Tulp2	35	36	64	22	18	33
Tulp3	465	533	539	386	225	429
Tulp4	3192	3943	3096	2690	2787	3864
Tunar	0	0	0	0	0	0
Tusc1	29	26	42	19	16	6
Tusc2	126	72	88	137	185	176
Tusc3	178	213	193	134	210	270
Tusc5	1007	2776	947	4705	5994	10068
Tut1	114	129	138	56	67	130
Tvp23a	410	575	467	347	404	779
Tvp23b	464	383	510	434	276	387
Twf1	2122	1988	1992	1664	1360	1639
Twf2	119	121	128	41	68	63
Twist1	23	23	11	8	10	19
Twist2	11	20	7	2	4	2
Twistnb	283	421	418	212	222	308
Twsg1	2501	2584	2832	1764	1535	1838
Txk	6	11	34	2	2	4
Txlna	461	402	398	319	213	436
Txlnb	74	1569	45	79	2457	68
Txlng	642	888	937	1124	676	748
Txn1	565	845	701	1255	1254	2603
Txn2	146	204	159	169	224	145
Txndc11	395	368	386	269	222	258
Txndc12	332	349	319	220	179	186
Txndc15	247	206	227	174	124	190
Txndc16	2526	2250	2518	1099	871	1302
Txndc17	752	719	798	660	539	823
Txndc2	0	1	1	4	6	2
Txndc5	603	782	693	317	324	342
Txndc8	1	0	0	0	0	0
Txndc9	662	869	535	649	501	823
Txnip	1693	2177	1687	1656	1769	978
Txnl1	1449	1700	1540	1318	1583	2259
Txnl4a	406	517	484	461	467	723
Txnl4b	34	39	40	67	81	79
Txnrd1	262	368	219	375	427	547
Txnrd2	91	79	95	105	123	93
Txnrd3	59	59	62	66	64	112
Tyk2	460	467	575	335	210	238
Tymp	10	24	26	31	38	26
Tyms	752	1143	841	728	584	729
Tyms-ps	2	4	1	1	1	1
Tyr	1203	1339	1343	998	789	1036
Tyro3	76	27	67	58	75	126
Tyrobp	549	522	994	96	54	124
Tyrp1	0	0	5	7	2	11
Tysnd1	81	55	105	85	133	64
Tyw1	222	215	273	125	174	204
Tyw3	113	96	127	79	77	130
Tyw5	266	293	402	296	293	274
U2af1	341	374	396	224	235	319
U2af1l4	64	51	109	68	35	101
U2af2	279	407	505	294	251	302
U2surp	2287	2403	2205	1757	1566	2094
U90926	0	4	0	0	0	0
Uaca	2600	2803	2561	2196	2075	2728
Uap1	427	578	403	262	313	366
Uap1l1	139	131	94	105	75	118
Uba1	2838	3864	3314	3267	3578	5353
Uba1y	45	37	41	27	34	40
Uba2	543	688	612	424	388	503
Uba3	1423	1578	1776	1560	1696	2269
Uba5	1051	1302	1245	834	802	1099
Uba52	361	403	652	416	426	349
Uba6	733	814	939	719	746	1363
Uba7	256	301	437	169	100	171
Ubac1	107	228	138	145	207	238
Ubac2	106	90	165	112	111	112
Ubald1	148	192	135	147	134	241
Ubald2	0	0	0	0	0	0
Ubap1	481	532	564	390	409	510
Ubap1l	5	6	8	14	5	12
Ubap2	1238	1627	1443	1343	1573	2082
Ubap2l	5659	6592	6089	4295	3443	5585
Ubash3a	9	2	12	7	6	7
Ubash3b	1486	1460	1933	1762	1776	4989
Ubb	55	87	83	64	79	107
Ubc	112	159	149	125	160	123
Ubd	0	0	8	0	0	4
Ube2a	407	474	349	408	446	484
Ube2b	1286	2168	1426	1984	2667	2372
Ube2c	117	173	161	87	124	152
Ube2cbp	12	17	13	2	12	7
Ube2d1	650	828	653	557	839	819
Ube2d2a	1941	2402	2095	1758	1405	2644
Ube2d2b	36	36	28	32	21	32
Ube2d3	4017	4739	4441	4003	4066	4789
Ube2dnl1	0	0	0	0	0	0
Ube2dnl2	0	0	0	0	0	0
Ube2e1	138	136	207	152	112	159
Ube2e2	162	234	106	176	149	239
Ube2e3	1052	928	1066	1112	883	1117
Ube2f	289	277	293	237	259	334
Ube2g1	1033	1480	1213	1070	1452	1221
Ube2g2	290	504	360	233	300	281
Ube2h	2160	2503	2403	2035	2059	2208
Ube2i	1082	1264	1376	963	747	1112
Ube2j1	1723	2651	2192	2045	2020	3344
Ube2j2	81	73	113	49	38	56
Ube2k	2261	2166	2390	2060	2408	2474
Ube2l3	998	1207	1210	986	1073	1324
Ube2l6	447	511	563	303	254	427
Ube2m	72	116	69	96	90	81
Ube2n	835	1128	991	1050	1027	1756
Ube2o	162	293	181	368	394	680
Ube2q1	1171	1411	1581	978	1017	1475
Ube2q2	511	608	615	823	828	997
Ube2ql1	48	110	20	89	135	260
Ube2r2	2381	2750	2434	2172	2283	2430
Ube2s	121	131	123	99	89	129
Ube2t	5	38	12	5	13	5
Ube2u	0	1	5	3	0	6
Ube2v1	750	840	964	646	795	950
Ube2v2	859	1134	981	1084	1014	1717
Ube2w	828	789	807	552	567	627
Ube2z	627	750	648	619	572	979
Ube3a	859	802	682	684	636	1022
Ube3b	723	1004	715	866	1132	1409
Ube3c	666	754	814	647	808	998
Ube4a	1107	1518	1259	1153	1081	1375
Ube4b	1748	2164	1569	1918	1909	2977
Ubfd1	908	1139	1116	1078	954	1387
Ubiad1	100	137	119	181	277	154
Ubl3	655	771	834	636	800	1043
Ubl4	375	651	397	568	688	809
Ubl4b	0	0	0	0	0	0
Ubl5	297	322	372	260	250	327
Ubl7	421	636	627	409	519	493
Ublcp1	920	985	960	668	1050	1286
Ubn1	613	886	709	537	471	632
Ubn2	3988	4695	3947	3280	2762	3156
Ubox5	122	144	143	145	101	220
Ubp1	1818	1980	1805	1440	1272	1673
Ubqln1	872	1082	1109	907	1093	1397
Ubqln2	313	392	270	316	294	532
Ubqln3	0	0	0	0	0	0
Ubqln4	407	590	359	499	579	563
Ubqlnl	0	0	0	0	0	0
Ubr1	2014	2380	2086	1500	1602	2061
Ubr2	2101	3129	2171	1893	1815	2271
Ubr3	3520	4993	3656	3663	5301	5610
Ubr4	2963	3887	3508	3082	3379	4445
Ubr5	5419	6355	5456	4239	4452	5911
Ubr7	351	379	351	321	234	468
Ubtd1	14	35	22	13	8	17
Ubtd2	372	352	323	230	251	374
Ubtf	517	665	642	463	408	542
Ubtfl1	0	0	2	3	0	0
Ubxn1	296	389	354	328	380	287
Ubxn10	3	0	0	13	5	3
Ubxn11	18	5	11	26	1	17
Ubxn2a	851	1277	1015	1288	2244	1512
Ubxn2b	553	790	571	425	364	544
Ubxn4	2388	2987	2746	2677	2686	3818
Ubxn6	360	504	379	404	396	672
Ubxn7	2754	3780	2946	2253	2106	2929
Ubxn8	452	549	441	372	328	497
Uchl1	110	231	126	312	405	869
Uchl1os	0	4	0	7	4	8
Uchl3	40	47	73	60	53	74
Uchl4	55	45	53	28	22	53
Uchl5	323	315	359	366	349	532
Uck1	62	65	66	139	155	80
Uck2	33	79	69	86	42	117
Uckl1	248	308	367	221	228	252
Uckl1os	9	59	49	33	72	77
Ucma	0	0	6	0	0	0
Ucn	0	2	0	0	5	0
Ucn2	108	43	45	17	7	15
Ucn3	0	0	0	0	0	0
Ucp1	1441	32	1606	5117	10185	349
Ucp2	3807	4650	6042	2399	1329	2316
Ucp3	73	92	55	293	281	105
Uevld	966	929	724	512	599	991
Ufc1	164	146	156	126	134	162
Ufd1l	726	912	723	773	802	935
Ufl1	904	1103	1082	803	719	898
Ufm1	505	740	622	535	509	607
Ufsp1	24	37	20	17	58	39
Ufsp2	448	388	441	379	377	434
Ugcg	1243	1463	2120	1335	1762	3242
Ugdh	672	672	730	430	258	365
Uggt1	1577	1700	1779	1240	1168	1929
Uggt2	1021	1076	794	535	418	847
Ugp2	1027	1558	1080	968	1952	1111
Ugt1a1	8	3	4	2	0	1
Ugt1a10	0	0	0	0	0	0
